vma,make,vmo,model,category
SUDE,"Sudenga Ind., Inc.",,,Farm
SUDE,"Sudenga Ind., Inc.",,,Trailer
SUEQ,Superior Equipment Co.,,,Construction
SUFL,Super Flea,,,Motorcycle
SUFW,"Sunflower Mfg. Co., Inc.",,,Farm
SUGG,"Suggs Manufacturing Co., Inc.",,,Trailer
SUKP,Sucker Punch Sallys,,,Motorcycle
SULL,Sullair Corp.,,,Construction
SULL,Sulliscrew,,,Construction
SUMA,Supreme Mid-Atlantic Corp.,,,Trailer
SUMI,"Superior Mfg., Inc.",,,Trailer
SUMM,Summers Mfg. Co.,,,Farm
SUMT,Summit Trailer,,,Trailer
SUN,Sun,,,Motorcycle
SUNB,Funwagon,,,Trucks
SUNB,Sunbeam,,,Motorcycle
SUNB,Sunbeam,,,Trucks
SUNB,Sunbeam,,,Auto
SUNB,Sunbeam,ALP,Alpine,Auto
SUNB,Sunbeam,ARR,Arrow,Auto
SUNB,Sunbeam,DEL,Deluxe,Auto
SUNB,Sunbeam,IMP,IMP,Auto
SUNB,Sunbeam,MIN,Minx,Auto
SUNB,Sunbeam,RAP,Rapier,Auto
SUNB,Sunbeam,TIG,Tiger,Auto
SUNC,"Sun Coast Trailer Manufacturers, Inc.",,,Trailer
SUND,Sundial Motor Home,,,Trucks
SUNE,Sunliner Motor Home,,,Trucks
SUNF,Sunbeam Funwagon (for reference only; see SUNB),,,
SUNH,Sunhome Mfg.,,,Trailer
SUNI,Sunset Mobile Homes,,,Trailer
SUNL,Sun State Mobile Homes,,,Trailer
SUNM,Flamenco,,,Trailer
SUNM,Sundancer,,,Trailer
SUNN,Sun Valley,,,Trailer
SUNO,Sunline Coach Co.,,,Trailer
SUNP,"Sunset Park & RV, Inc.",,,Trailer
SUNR,Sun Chaser,,,Trailer
SUNR,"Sun Recreational Inds., Ltd.",,,Trailer
SUNS,Sunshine Homes,,,Trailer
SUNS,Topaz Star,,,Trailer
SUNT,Sunset Travelers,,,Trailer
SUNV,"Sun Devil Trailers, Inc.",,,Trailer
SUNW,Hoger,,,Trailer
SUNW,Sundowner Trailer Co.,,,Trailer
SUNY,Sun Ray Recreational Vehicles,,,Trailer
SUPE,Superior Motor Home,,,Trucks
SUPF,Superformance International (Maker of replica vehicles),,,Auto
SUPG,Super Glide (for reference only; see HD),,,
SUPI,"Superior Ideal, Inc.",,,Trailer
SUPL,Superline Trailers,,,Trailer
SUPM,"Supreme Inds., Inc.",,,Trailer
SUPR,Superior Trailer Works,,,Trailer
SUPT,Super Two,,,Auto
SUPW,Superior Metal Works,,,Trailer
SURE,Sureload,,,Trailer
SURF,"Surf-Rider, Inc.",,,Trailer
SURG,Surgical Steeds,,,Motorcycle
SURV,Surveyor Motor Home,,,Trucks
SUSP,Suspensions Unlimited,,,Motorcycle
SUSQ,"Susquehanna-Santee Boat Works, Inc.",,,Trailer
SUTP,Sutphen Corp.,,,Trucks
SUTR,"Sutter Welding & Mfg., Inc.",,,Trailer
SUVE,Suvega Tiger,,,Motorcycle
SUZI,Colt (mfd. by Suzuki Motor Corp.),,,Motorcycle
SUZI,Suzuki,,,Motorcycle
SUZI,Suzuki,,,Auto
SUZI,Suzuki Pickup Truck,,,Trucks
SUZI,Suzuki,,,Auto
SUZI,Suzuki,ARO,Aerio,Auto
SUZI,Suzuki,EQT,Equator,Auto
SUZI,Suzuki,EST,Esteem,Auto
SUZI,Suzuki,FNZ,"Forenza (S, EX, LX)",Auto
SUZI,Suzuki,FOR,Forsa,Auto
SUZI,Suzuki,GVT,Grand Vitara,Auto
SUZI,Suzuki,JIM,Jimny,Auto
SUZI,Suzuki,KIZ,Kizashi,Auto
SUZI,Suzuki,RNO,Reno,Auto
SUZI,Suzuki,SAM,Samurai,Auto
SUZI,Suzuki,SDK,Sidekick,Auto
SUZI,Suzuki,SFT,Swift,Auto
SUZI,Suzuki,SX4,SX4,Auto
SUZI,Suzuki,VIT,Vitara,Auto
SUZI,Suzuki,VRN,Verona,Auto
SUZI,Suzuki,X90,X-90 (sport utility),Auto
SUZI,Suzuki,XL7,XL-7 or XL-7 Grand Vitara,Auto
SUZU,Suzulight Su,,,Auto
SVAC,"Super Vacuuming Mfg. Co., Inc.",,,Trucks
SVCC,Sun Valley Car Carriers,,,Trailer
SVCH,Specialized Vehicles Corp.,,,Trucks
SVCH,Specialized Vehicles Corp.,,,Trailer
SVNC,"Seven Custom Cycles, Inc.",,,Motorcycle
SVTR,Silver Trail,,,Trailer
SWAE,Swan Inds.,,,Trailer
SWAN,Swanee Trailer Mfg. Co.,,,Trailer
SWED,Swede Built Motorcycles,,,Motorcycle
SWEE,Sweetheart Motor Home,,,Trucks
SWEM,SMP,,,Trailer
SWEM,"Sweetwater Metal Products Co., Inc.",,,Trailer
SWEP,"Sweepster, Inc.",,,Farm
SWEP,"Sweepster, Inc.",,,Construction
SWGN,Southwest Gooseneck,,,Trailer
SWGR,Griswold Inds.,,,Snowmobile
SWGR,Swinger Snowmobiles,,,Snowmobile
SWIF,"Swift Motorsports, Inc.",,,Motorcycle
SWIM,Swisher Mower & Machine Co.,,,Farm
SWIN,Swinger,,,Trucks
SWIS,"Swiss Colony Travelers, Inc.",,,Trailer
SWIT,C.M. Cub (mfd. by SWI Tong Corp.; imported by Convenience Machines),,,Motorcycle
SWIT,SWI Tong Corp. (Taiwan; imported by Convenience Machines),,,Motorcycle
SWM,SWM,,,Motorcycle
SWNG,Swinger Camper Mobile Home,,,Trailer
SWNS,Swanson Tilt Trailer,,,Trailer
SWTM,"Southwest Trailer Mfg., Inc.",,,Trailer
SWTZ,Swartz Welding & Mfg.,,,Trailer
SWXP,Southwest Expressline,,,Trailer
SYBQ,Southern Yankee Bar-B-Q,,,Trailer
SYCA,Sycamore Mobile Homes,,,Trailer
SYLV,Sylvan Double Snowmobile Trailer,,,Trailer
SYMG,"Sanyang Industry Co., Ltd. or SYM U.S.A. or Sanyang Motorcycle",,,Motorcycle
SYMG,"SYM U.S.A. or Sanyang Motorcycle or Sanyang Industry Co., Ltd.",,,Motorcycle
SYRE,Syrena,,,Auto
TACO,Tacoma Trailer,,,Trailer
TACQ,Tacquito,,,Motorcycle
TACR,Tracer Horse Trailer,,,Trailer
TADN,Tecnica Automotriz del Noroeste S.A.,,,Trailer
TADO,Tadano America Corp.,,,
TAGA,Tag-A-Long Trailers,,,Trailer
TAGE,"Target Products Div., Federal-Mogul Corp.",,,Construction
TAHI,Tahiti Ski Trailers,,,Trailer
TAHO,Tahoe Motor Home,,,Trucks
TAIL,Tailor Maid Inds.,,,Trailer
TAIZ,"Taizhou Hisource Intl. Trade Co., Ltd.",,,Motorcycle
TAKA,Taka (imported by Rockford),,,Motorcycle
TAKE,"Takeushi Mfg. (U.S.), Ltd.",,,Construction
TAKT,"Take 3 Trailers, Inc.",,,Trailer
TALB,"Talbert Mfg., Inc.",,,Trailer
TALG,Tailgater,,,Motorcycle
TALM,"Taylor Metal Works, Inc.",,,Trailer
TALR,"Taylor Mfg. Co., Inc.",,,Construction
TAMA,Tama,,,Auto
TAMP,"Tampo Mfg. Co., Inc.",,,Construction
TAND,Tanden Boat Trailer,,,Trailer
TANK,Tankraft Trailer,,,Trailer
TANM,T & M Enterprises,,,Trailer
TANN,Tannehill Trailer,,,Trailer
TANO,Tandom Boat Trailer,,,Trailer
TAOI,"Taotao Industry Co., Ltd. or Zhejiang Taotao Industry Co., Ltd.",,,Motorcycle
TAOI,"Zhejiang Taotao Industry Co., Ltd. or Taotao Industry Co., Ltd.",,,Motorcycle
TARA,"Tara Products, Inc.",,,Trucks
TARA,"Tara Products, Inc.",,,Trailer
TARG,Target Coach Mfg. Co.,,,Trailer
TARN,Tarnel USA,,,Trailer
TART,Tartan Corp.,,,Trailer
TASP,"Tarasport Trailers, Inc.",,,Trailer
TATR,Tatra,,,Auto
TAUB,Taube Tool Corp.,,,Trailer
TAUN,Taunus (German Ford),,,Auto
TAWA,"Tawas Trailers, Inc.",,,Trailer
TAYD,Taylor-Dunn Industrial Electric Vehicles,,,Trucks
TAYI,Taylor Ironworks,,,Trailer
TAYL,Taylor Mobile Homes,,,Trailer
TAYO,Guangdong Tayo Motorcycle Technology Co. or Tayo Motorcycle Technology Co.,,,Motorcycle
TAYO,Tayo Motorcycle Technology Co. or Guangdong Tayo Motorcycle Co.,,,Motorcycle
TAYR,"Taylor Machine Works, Inc.",,,Construction
TBC,Travel Cruiser,,,Trailer
TBCT,TBC,,,Trailer
TBTW,T & B Trailers & Welding,,,Trailer
TCAR,"Tomcar USA, Inc.",,,Motorcycle
TCBC,TCB Choppers,,,Motorcycle
TCHA,Tchaika,,,Auto
TCHO,T-Choice or TC Products,,,Trailer
TCHO,T-Choice or TC Products,,,Motorcycle
TCI,"Talbot-Carlson, Inc.",,,Trailer
TCI,TCI,,,Trailer
TCIN,"TC Inds., Inc.",,,Construction
TCIP,Herculift,,,Construction
TCIP,"TCI Power Products, Inc.",,,Construction
TCMC,TCM Corp. or TCM Lift Trucks,,,Construction
TCRW,"Triple Crown Trailers, Inc.",,,Trailer
TCSN,Tech Sun Trailers,,,Trailer
TCWI,"Thunder Chopper Works, Inc.",,,Motorcycle
TDEN,"T & D Enterprise, Inc.",,,Trailer
TEAR,"Tear Drop, Inc.",,,Trailer
TEBB,"Tebben Mfg. Co., Inc.",,,Farm
TEC,TEC,,,Trailer
TECL,Techline Engineering,,,Trailer
TECM,"Tecumseh Products Co., Engine Div.",,,Farm
TECN,"Tecnoma, Ltd. (Canada)",,,Farm
TECU,Tecumseh,,,Motorcycle
TEEE,Triple E Recreational Vehicles,,,Trucks
TEEE,Triple E Recreational Vehicles,,,Trailer
TEEH,"T & E Enterprises of Herscher, Inc.",,,Trailer
TEEN,Tee Nee Trailer Co.,,,Trailer
TEJA,"Tejas Trailers, Inc.",,,Trailer
TELS,Tel Star Trailers,,,Trailer
TEMC,"Temco Mfg., Inc.",,,Trailer
TEMI,Temisko,,,Trailer
TEMK,Tem Ken Trailers Mfg.,,,Trailer
TEMP,Tempo,,,Motorcycle
TEMS,Temsa Global Sanayi Ticaret A.S.,,,Trucks
TENA,Tennant Co.,,,Farm
TENA,Tennant Co.,,,Construction
TENN,Tennessee Trailer,,,Trailer
TEPE,Tempe Trailers,,,Trailer
TERA,Terra Cruiser Div.,,,Trailer
TERF,Terra-Marina Mfg. Co.,,,Trailer
TERM,Terramite Corp.,,,Construction
TERR,Terravac Corp.,,,Trucks
TERS,Terry Inds. of Virginia,,,Trailer
TERX,Terex Div.,,,Construction
TESC,T.E.S. (Truck Equipment & Sales Co.),,,Trailer
TESI,Testi,,,Motorcycle
TESK,Teske Mfg.,,,Trailer
TESL,Tesla Motors,RDS,Roadster,Auto
TESL,Tesla Motors,TS,Model S,Auto
TETO,Teton Travel Trailer,,,Trailer
TETT,TET,,,Trucks
TEXA,Texan Trailer Mfg. Co.,,,Trailer
TEXK,Texarkana Div.,,,Trailer
TEXL,Tex Willett Co.,,,Trailer
TEXL,"Willett, Tex, Co.",,,Trailer
TEXO,"Texoma, Inc.",,,Trucks
TEXP,Texas Pride Trailers,,,Trailer
TEXP,Texas Pride Trailers,,,Trailer
TEXS,Texas Bragg Enterprises,,,Trailer
TFFB,"Tuff Boy, Inc.",,,Trailer
TFFT,"Tuff Trailer, Inc.",,,Trailer
TFLG,Tuff/Lugg Manufacturing,,,Trailer
TG,Tote Gote,,,Motorcycle
TGCT,Tigercat Forestry,,,Construction
TGMI,"TGMI, Inc.",,,Trailer
TGMI,"TGMI, Inc. or Tailgate Mulcher, Inc.",,,Farm
TGRL,Tigerline Trailer,,,Trailer
THAC,"Thackery Co., Inc., The",,,Farm
THAM,Thames,,,Trucks
THAT,Joseph Thatcher,,,Trailer
THAT,"Thatcher, Joseph",,,Trailer
THAW,"Thawzall, LLC or Machine Co.",,,Trailer
THAY,Thayco Trailer Corp.,,,Trailer
THBD,"Thoroughbred Motorsports, Inc.",,,Motorcycle
THBT,Thunderbolt Trailer,,,Trailer
THEU,"Theurer Atlantic, Inc.",,,Trailer
THGH,"Highland Group, The",,,Trailer
THGH,The Highland Group,,,Trailer
THIE,Thiermann Utility Equipment Div.,,,Trailer
THII,"Thoroughbred Industries, Inc.",,,Trailer
THIL,"Thiele, Inc.",,,Trailer
THIM,Thimsen Mfg. Co.,,,Trailer
THMC,"THOR Motor Coach, Inc.",,,Truck
THMP,Thompson Concrete Pump Trailer,,,Trailer
THMS,Thomas Built Bus Co.,,,Trucks
THND,"Thunderbikes, Inc.",,,Motorcycle
THNK,"Think North America, Inc. City",CTY,,Auto
THOA,Boatoter,,,Trailer
THOA,Thomas Mfg.,,,Trailer
THOC,"Thor California, Inc.",,,Trailer
THOE,"Thomas Equipment, Ltd.",,,Trailer
THOM,Thomas & Co.,,,Trailer
THON,Thorns Trailer,,,Trailer
THOP,Thor Power Tool Co.,,,Construction
THOR,Thoroughbred Boat Trailer,,,Trailer
THOS,Thomas Conveyor Co.,,,Farm
THPN,Thompson,,,Motorcycle
THRC,"Three C's, Inc.",,,Trailer
THRE,Three-Dimensional Mobiles,,,Trailer
THRM,Three-Way Campers Mfg.,,,Trailer
THRU,"Thru-Air Trailers, LLC",,,Trailer
THSE,Thomsen Equipment Co.,,,Construction
THTC,"Taiwan Helio Technology Co., Ltd.",,,Motorcycle
THUG,"Thug Custom Cycles, LLC",,,Motorcycle
THUL,"Thule Trailers, Inc.",,,Trailer
THUM,Thumpstar,,,Motorcycle
THUN,Thunderbird Castles,,,Trailer
THUR,Thurston Mfg. Co. (TMC),,,Trailer
THUR,Thurston Mfg. Co. (TMC),,,Farm
THWK,Tomahawk Fabricating,,,Trailer
THWY,Thru-way Trailers,,,Trailer
TIAK,Triangle-K Trailer Co.,,,Trailer
TIAN,"Guangzhou Tianma Group or Tianma Group or Tianma Motorcycle Co., Ltd.",,,Motorcycle
TIAN,"Tianma Group or Tianma Motorcycle Co., Ltd. or Guangzhou Tianma Group",,,Motorcycle
TIAN,"Tianma Motorcycle Co., Ltd. or Guangzhou Tianma Group or Tianma Group",,,Motorcycle
TIAR,Tiara Inds.,,,Trailer
TIBR,"Ti-Brook, Inc.",,,Trailer
TICO,"Tico Terminal Services, Inc.",,,Trucks
TICO,"Tico Terminal Services, Inc.",,,Trailer
TIDE,"Tide Craft, Inc.",,,Trailer
TIDW,Dorado Mobile Homes,,,Trailer
TIDW,La Donti,,,Trailer
TIDW,"Tidwell Inds., Inc.",,,Trailer
TIDW,Western Mansion,,,Trailer
TIED,Tie Down Engineering,,,Trailer
TIFF,"Tiffin Motor Homes, Inc.",,,Trucks
TIFF,"Tiffin Motor Homes, Inc.",,,Trailer
TIGE,Tiger Trailer,,,Trailer
TIGT,"Tiger Truck, LLC",,,Trucks
TILM,"Tilman Dump Trailers, LLC",,,Trailer
TILT,Tilton-Hilton,,,Trailer
TIMB,Timberline Mfg. Co.,,,Trailer
TIME,T.O. Corp.,,,Trailer
TIME,Time Out,,,Trailer
TIMK,Timken Bearing Boat Trailer,,,Trailer
TIMM,Timmins Trailers,,,Trailer
TIMP,"Timpte, Inc.",,,Trailer
TINK,"Tinker Clubs of America, Inc.",,,Trailer
TINK,U-Totem,,,Trailer
TIOG,Tioga Motor Home,,,Trucks
TISO,"Tisong Group Co., Ltd.",,,Motorcycle
TIST,"Tri-State Homes, Inc.",,,Trailer
TITA,Titan Trailer Corp.,,,Trucks
TITA,Titan Trailer Corp.,,,Trailer
TITL,Titleist Travel Trailer,,,Trailer
TITN,Titan Custom Motorcycles,,,Motorcycle
TJAA,Tjaarda,,,Auto
TJHR,T & J Horse Trailers,,,Trailer
TJJJ,Triple J Custom Trailers,,,Trailer
TLCC,TLC Carrossiers,,,Auto
TLCC,TLC Carrossiers,TAL,Talba Lago,Auto
TLCC,TLC Carrossiers,TAL,Talbo,Auto
TLDO,Toledo,,,Auto
TLDY,Teledyne,,,Trailer
TLIN,"TL Industries, Inc.",,,Trailer
TLMC,Ozark Trailway,,,Trailer
TLMC,"Tri-Lakes Mfg. Co., Inc.",,,Trailer
TLMM,"Trailmaster Mfg., Inc.",,,Trailer
TLT,T & L Trailers,,,Trailer
TLTC,"The Little Trailer Co., Inc.",,,Trailer
TLTE,"Travel Lite, Inc.",,,Trailer
TLTM,Trailerman Trailers,,,Trailer
TLTR,Trailite Trailer,,,Trailer
TLUN,Trailers Unlimited,,,Trailer
TMBL,Timberland RV Co.,,,Trailer
TMBW,Timberwolf,,,Trailer
TMC,Transportation Mfg. Corp.,,,Trucks
TMCC,Thunder Mountain Custom Cycles,,,Motorcycle
TMCI,"TMC, Inc.",,,Trailer
TMCT,The Metal Connection,,,Trailer
TMEC,"TMEC Power Technology Co., Ltd. or Wuxi TMEC Power Technology Co., Ltd.",,,Motorcycle
TMEC,"Wuxi TMEC Power Technology Co., Ltd. or TMEC Power Technology Co., Ltd.",,,Motorcycle
TMMI,"T & M Mfg., Inc.",,,Trailer
TMMY,Tommy’s Trailer Sales,,,Trailer
TMPA,"Temp-Air, Inc.",,,Trailer
TMTL,TM Trailer,,,Trailer
TMTO,"2 Moto, Inc.",,,Motorcycle
TMTR,Travel Mate Trailer,,,Trailer
TNKC,"Tanckon FRP, Inc.",,,Trailer
TNKI,"Tank Sports, Inc.",,,Motorcycle
TNRX,Tentrax,,,Trailer
TNSC,Transco Trailer,,,Trailer
TNTL,"TN Trailers, LLC",,,Trailer
TNTT,"TNT Trailers, LLC",,,Trailer
TODC,Todco,,,Trailer
TODD,Toddy Custom Built Trailers,,,Trailer
TOGO,Tow Go Trailers,,,Trailer
TOHA,Tohatsu,,,Motorcycle
TOHO,Tourhome Camper Trailer,,,Trailer
TOKE,Token Flatbed Trailer,,,Trailer
TOLO,Tour-A-Lodge,,,Trucks
TOLV,Total Livestock Concepts or Truck & Livestock Concepts,,,Trailer
TOMB,Tomberlin Automotive Group,,,Motorcycle
TOMB,Tomberlin Automotive Group (Electric Vehicles),,,Auto
TOMC,Towmotor Corp.,,,Construction
TOMO,Silver Bullet (model of Tomos),,,Motorcycle
TOMO,"Tomos (Yugoslavia; distributed nationally by United Trade Representatives, New York, NY)",,,Motorcycle
TOMO,Towmotor Corp. (for reference only; see TOMC),,,
TOMS,"Tom's Trailers, Inc.",,,Trailer
TOMT,Tomoto Industries,,,Motorcycle
TONC,Tonco Lowboy Trailer,,,Trailer
TOPB,Top Brand Trailers,,,Trailer
TOPC,Top Campers,,,Trailer
TOPK,Top Kat,,,Trailer
TOPP,"Topper Mobile Homes, Inc.",,,Trailer
TOPT,Top-3 Trailers,,,Trailer
TORA,Tora (imported by Rockford),,,Motorcycle
TORC,Torch Inds.,,,Trailer
TORI,Torino,,,Trailer
TORK,Tork or Tork Lift Intl.,,,Trailer
TORN,Tornado (British),,,Auto
TORO,Toro Co.,,,Farm
TORR,Torrot,,,Motorcycle
TOTA,Totem Total Trailer,,,Trailer
TOTC,Tote Co.,,,Trailer
TOTE,Totemall,,,Trailer
TOTL,"Total Performance, Inc.",,,Auto
TOTM,Topline Trailers Mfg.,,,Trailer
TOUA,Toura Products,,,Trailer
TOUR,Tourite Mobile Homes Mfg.,,,Trailer
TOWC,Towncrier Camper,,,Trailer
TOWD,Tow Mor Products,,,Trailer
TOWE,Towner Mfg. Co.,,,Farm
TOWL,Tow Low,,,Trailer
TOWM,Tow Mobile Forklift,,,Construction
TOWN,New Castle,,,Trailer
TOWN,Ticonderoga Mobile Homes,,,Trailer
TOWN,Town & Country Mfg.,,,Trucks
TOWN,Town & Country Mfg.,,,Trailer
TOWP,"Tow Pro, Inc.",,,Trailer
TOWR,Towmaster,,,Trailer
TOYO,Toyocar Van Container Trailer,,,Trailer
TOYP,Toyopet,,,Auto
TOYT,Toyota,,,Construction
TOYT,Toyota,,,Auto
TOYT,"Toyota Motor Co., Ltd.",,,Trucks
TOYT,Toyota,,,Auto
TOYT,Toyota,4RN,4-Runner,Auto
TOYT,Toyota,4RN,Highlander (4Runner),Auto
TOYT,Toyota,AVA,Avalon,Auto
TOYT,Toyota,AVE,Avensis,Auto
TOYT,Toyota,CAM,Camry,Auto
TOYT,Toyota,CAR,Carina,Auto
TOYT,Toyota,CAV,Cavalier,Auto
TOYT,Toyota,COA,Corolla,Auto
TOYT,Toyota,COR,Corona,Auto
TOYT,Toyota,CRE,Cressida,Auto
TOYT,Toyota,CRO,Crown,Auto
TOYT,Toyota,CST,Celica,Auto
TOYT,Toyota,ECO,Echo,Auto
TOYT,Toyota,FJC,FJ Cruiser,Auto
TOYT,Toyota,HGH,Highlander (beginning vehicle year 2001),Auto
TOYT,Toyota,HLX,Hi-Lux,Auto
TOYT,Toyota,LCR,Land Cruiser,Auto
TOYT,Toyota,MII,Mark II,Auto
TOYT,Toyota,MR2,MR2,Auto
TOYT,Toyota,MTX,Matrix (sport wagon),Auto
TOYT,Toyota,PAS,Paseo,Auto
TOYT,Toyota,PRE,Pre Runner,Auto
TOYT,Toyota,PRI,Prius,Auto
TOYT,Toyota,PRV,Previa,Auto
TOYT,Toyota,RAV,RAV4 (sport utility),Auto
TOYT,Toyota,SNA,Sienna (van),Auto
TOYT,Toyota,SOL,Solara,Auto
TOYT,Toyota,SQA,Sequoia,Auto
TOYT,Toyota,SR5,SR5,Auto
TOYT,Toyota,STA,Starlet,Auto
TOYT,Toyota,SUP,Supra,Auto
TOYT,Toyota,T10,T-100,Auto
TOYT,Toyota,T15,T-150,Auto
TOYT,Toyota,TAC,Tacoma,Auto
TOYT,Toyota,TER,Tercel,Auto
TOYT,Toyota,TUN,Tundra,Auto
TOYT,Toyota,VNZ,Venza,Auto
TOYT,Toyota,YAR,,Auto
TPHD,Top Hand Trailer Mfg.,,,Trailer
TPHT,"Top Hat Industries, Inc.",,,Trailer
TPLN,"Topline Mfg. Co., Inc.",,,Trailer
TPPL,Trailer Parts Plus,,,
TPPL,Sikeston Fender-AKA (Trailer Parts Plus),,,Trailer
TPPL,"Trailer Parts Plus (aka Sikeston Fender)",,,
TPST,Tempest Cycles,,,Motorcycle
TQAA,"Tradewind Inds., Inc.",,,Trailer
TRAA,Trader Horn Trailer Supply,,,Trailer
TRAB,Trabant,,,Auto
TRAC,"Trail Aire, Inc.",,,Trailer
TRAD,Trail Car Boat Trailer,,,Trailer
TRAE,Trail Haven Div.,,,Trailer
TRAF,"Trailmaster Tanks, Inc.",,,Trailer
TRAG,Trailco-Norwin,,,Trailer
TRAH,"Art Roll Mfg. Co., Inc.",,,Trailer
TRAH,"Trail-R-Craft, Inc.",,,Trailer
TRAI,"Trailex, Inc.",,,Trailer
TRAJ,Trail-It Coach Mfg. Co.,,,Trailer
TRAK,Trailorama,,,Trailer
TRAL,Trail-Or-Floats,,,Trailer
TRAM,Trail-Wide Corp.,,,Trailer
TRAN,Trans Canada Rent-A-Trailer System,,,Trailer
TRAO,Transcraft Corp.,,,Trailer
TRAP,Transit,,,Trailer
TRAQ,Transporter,,,Trailer
TRAR,Transvair,,,Trailer
TRAS,Travel Equipment Corp.,,,Trailer
TRAT,"Travel Homes, Inc. (for reference only; see TRVL)",,,
TRAU,Travel Inds.,,,Trailer
TRAV,Travoy Motor Home,,,Trucks
TRAW,Travelaire Trailer Mfg.,,,Trailer
TRAX,Traveleze Trailer (for reference only; see TRVE),,,
TRAY,"Travelmaster, Inc.",,,Trailer
TRAZ,Travelpak Car Topper Sales,,,Trailer
TRBA,Travette Mfg.,,,Trailer
TRBB,Trav-L-Homes,,,Trailer
TRBC,Trav Otel Inds.,,,Trailer
TRBD,Travois Trailer,,,Trailer
TRBE,Transfer,,,Trailer
TRBF,Trainliner,,,Trailer
TRBL,Trailblazer Trailer,,,Trailer
TRBN,Trail Bronc (for reference only; see HEAL),,,
TRBO,Trail Boss,,,Motorcycle
TRBO,Trailboss House Trailer,,,Trailer
TRBR,Trail Breaker,,,Motorcycle
TRBZ,Trail Blazer,,,Motorcycle
TRCA,"Trailer Corp. of America, Inc.",,,Trailer
TRCC,Tracker Corp.,,,Trailer
TRCF,Trailcraft Boat Trailer,,,Trailer
TRCI,"Transportation Collaborative, Inc. (Trans Tech Bus)",,,Trucks
TRCM,"Tramco, Inc. (for reference only; see TRMC)",,,
TRCO,Trailer Coach Metal Spec.,,,Trailer
TRCP,Tracpac Snowmobile Trailer,,,Trailer
TRCR,Travel Car Motor Home,,,Trucks
TRDD,Trac,,,Motorcycle
TREA,Treasure Chest Products,,,Trailer
TREC,Trevco Enterprises,,,Trailer
TREK,"Trek, Inc.",,,Trucks
TREK,"Trek, Inc.",,,Trailer
TREM,"Tremcar, Inc.",,,Trailer
TRET,Trail-Et Horse Trailer,,,Trailer
TREX,"Trailers Express, Inc.",,,Trailer
TRFL,Trail Flight,,,Motorcycle
TRFR,TWF,,,Trailer
TRFR,Trailer Wheel & Frame Co.,,,Trailer
TRGR,Traeger,,,Trailer
TRGT,Target Trailer Mfg. Co.,,,Trailer
TRHK,Trail Hawk,,,Motorcycle
TRHM,Travelo Homes Co.,,,Trailer
TRHO,Trail Horse,,,Motorcycle
TRI,Tri-Way HD Snowmobile Trailer,,,Trailer
TRIA,Trail Mate Trailer Co.,,,Trailer
TRIB,"Triple B Mfg. Co., Inc.",,,Trailer
TRIF,"Tri Fun or Tri-Fun, Inc. (3-wheel electric vehicle)",ES,ES,Auto
TRIG,Triggs-Miner Corp.,,,Trailer
TRIH,"Trihawk, Inc.",,,Motorcycle
TRIK,Trike,,,Motorcycle
TRIL,Chancey,,,Trailer
TRIL,Trail-O-Matic Trailer,,,Trailer
TRIM,Pullman Trailmobile,,,Trailer
TRIM,Trailmobile,,,Trailer
TRIN,Trinity Products,,,Trailer
TRIP,Triple R Trailer,,,Trailer
TRIS,Triumph Sales & Service,,,Trailer
TRIT,Tri-Star Corp.,,,Trailer
TRIU,Triumph,,,Auto
TRIU,Triumph (for motorcycle reference only; see TRUM),,,
TRIU,Triumph,120,1200,Auto
TRIU,Triumph,125,1250,Auto
TRIU,Triumph,130,1300,Auto
TRIU,Triumph,200,2000,Auto
TRIU,Triumph,250,250,Auto
TRIU,Triumph,GT,GT Series,Auto
TRIU,Triumph,HER,Herald,Auto
TRIU,Triumph,SP6,"Sport ""6""",Auto
TRIU,Triumph,SPI,Spitfire,Auto
TRIU,Triumph,STA,Stag,Auto
TRIU,Triumph,TR3,TR-3 & TR-3A,Auto
TRIU,Triumph,TR4,TR-4 & TR-4A,Auto
TRIU,Triumph,TR6,TR6,Auto
TRIU,Triumph,TR7,TR7,Auto
TRIU,Triumph,TR8,TR8,Auto
TRIU,Triumph,VIT,Vitesse,Auto
TRIV,Trivellato,,,Trailer
TRIW,Tri-Way Trailer,,,Trailer
TRJN,"Trojan Inds., Inc.",,,Construction
TRKG,Trail King Travel Trailer,,,Trailer
TRKK,Trakker Trailers,,,Trailer
TRKM,"Tracker Marine, Inc.",,,Trailer
TRKR,TC Trekker or Trekker,,,Trailer
TRKS,The Trike Shop,,,Motorcycle
TRLB,"Trail Boss Trailers, Inc.",,,Trailer
TRLC,Trailco Mfg. & Sales Co.,,,Trailer
TRLD,Trail Dust Trailers,,,Trailer
TRLE,Trail-Easy Travel Trailer,,,Trailer
TRLG,"Trailer Giant, LLC",,,Trailer
TRLI,Trail It Horse Trailer,,,Trailer
TRLK,Trail King Inds.,,,Trailer
TRLL,Trillium Trailer,,,Trailer
TRLM,"Trail Master Trailers, Inc.",,,Trailer
TRLN,Skeeter,,,Trailer
TRLN,"Trailers, Inc.",,,Trailer
TRLO,"Travel Long, Inc.",,,Trailer
TRLP,"TRL Enterprises, Inc.",,,Trailer
TRLR,Trailer (for use when make is not listed),,,Trailer
TRLR,Unlisted trailer make,,,Trailer
TRLW,Trailer World,,,Trailer
TRMA,Trac-Machinery Corp.,,,Construction
TRMB,Trailmobile,,,Trailer
